id          question_id text                                                                                                                                                                                                                                                             is_correct
----------- ----------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ----------
202         39          Boswandeling                                                                                                                                                                                                                                                     1
203         39          Banana Sunrise                                                                                                                                                                                                                                                   0
204         39          B52                                                                                                                                                                                                                                                              0
205         39          Aftershock                                                                                                                                                                                                                                                       0
207         40          De doerian                                                                                                                                                                                                                                                       1
208         40          Het stinkdier                                                                                                                                                                                                                                                    0
209         40          Meloen                                                                                                                                                                                                                                                           0
210         40          Granaatappel                                                                                                                                                                                                                                                     0
211         41          De Amazone                                                                                                                                                                                                                                                       1
212         41          De Paraná                                                                                                                                                                                                                                                        0
215         41          De Brahmaputra                                                                                                                                                                                                                                                   0
216         41          De Orinoco                                                                                                                                                                                                                                                       0
217         42          Magma                                                                                                                                                                                                                                                            1
218         42          Lava                                                                                                                                                                                                                                                             0
219         42          Obsidiaan                                                                                                                                                                                                                                                        0
220         42          IJzer                                                                                                                                                                                                                                                            0
221         43          Toendra                                                                                                                                                                                                                                                          1
223         43          Taiga                                                                                                                                                                                                                                                            0
224         43          IJswoestijn                                                                                                                                                                                                                                                      0
225         43          Boreaal gebied                                                                                                                                                                                                                                                   0
226         44          Malta                                                                                                                                                                                                                                                            1
227         44          Cyprus                                                                                                                                                                                                                                                           0
228         44          Liechtenstein                                                                                                                                                                                                                                                    0
230         44          Portugal                                                                                                                                                                                                                                                         0
231         45          De zloty                                                                                                                                                                                                                                                         1
232         45          De euro                                                                                                                                                                                                                                                          0
233         45          De krona                                                                                                                                                                                                                                                         0
238         45          De sterling                                                                                                                                                                                                                                                      0
239         46          Elvis the Pelvis                                                                                                                                                                                                                                                 1
240         46          The King of Pop                                                                                                                                                                                                                                                  0
241         46          The Elvisinator                                                                                                                                                                                                                                                  0
245         46          The King of Kings                                                                                                                                                                                                                                                0
247         47          Ed Sheeran                                                                                                                                                                                                                                                       1
248         47          Elton John                                                                                                                                                                                                                                                       0
249         47          Phil Collins                                                                                                                                                                                                                                                     0
250         47          Harry Styles                                                                                                                                                                                                                                                     0
252         48          Lada Gaga                                                                                                                                                                                                                                                        1
253         48          Ellie Goulding                                                                                                                                                                                                                                                   0
254         48          Adele                                                                                                                                                                                                                                                            0
255         48          Dua Lipa                                                                                                                                                                                                                                                         0
256         49          Radiohead                                                                                                                                                                                                                                                        1
257         49          The Smashing Pumpkins                                                                                                                                                                                                                                            0
258         49          Led Zeppelin                                                                                                                                                                                                                                                     0
259         49          The Beatles                                                                                                                                                                                                                                                      0
260         50          ZITTI E BUONI                                                                                                                                                                                                                                                    1
261         50          GASOLINE                                                                                                                                                                                                                                                         0
263         50          Coraline                                                                                                                                                                                                                                                         0
264         50          La paura del buio                                                                                                                                                                                                                                                0

(198 rows affected)


Completion time: 2025-11-28T13:47:38.9160738+01:00
